Index,Description
1429,This is a T2 weighted image of a brain with a cystic tumor.
1430,This is a T2 weighted image of a brain with a cystic tumor.
1431,This is a T2 weighted image of a brain with a cystic tumor.
1432,This is a T2 weighted image of a brain with a tumor.
1433,This is a T1 weighted image of a brain with a meningioma tumor.
1434,This is a T2 weighted image of a brain with a tumor.
1435,This is a T1 weighted image of a brain with a glioma tumor.
1436,This is a T1 weighted image of a brain with a tumor.
1437,This is a T1 weighted image of a brain with a cystic tumor.
1438,This is a T2 weighted image of a brain with a glioma tumor.
1439,This is a T2 weighted image of a brain with a glioblastoma multiforme tumor.
1440,This is a T2 weighted image of a brain with a glioma tumor.
1441,This is a T1 weighted image of a brain with a glioma tumor.
1442,This is a T2 weighted image of a brain with a glioblastoma tumor.
1443,This is a T2 weighted image of a brain with a glioma tumor.
1444,This is a T2 weighted image of a brain with a glioblastoma tumor.
1445,This is a T2 weighted image of a brain with a glioma tumor.
1446,This is a T2 weighted image of a brain with a tumor.
1447,This is a T2 weighted image of a brain with a tumor.
1448,This is a T2 weighted image of a brain with a glioblastoma multiforme tumor.
1449,This is a T2 weighted image of a brain with a tumor.
1450,This is a T2 weighted image of a brain with a tumor.
1451,This is a T2 weighted image of a brain with a glioma tumor.
1452,This is a T2 weighted image of a brain with a glioma tumor.
1453,This is a T2 weighted image of a brain with a glioma tumor.
1454,This is a T1 weighted image of a brain with a tumor.
1455,This is a T1 weighted image of a brain with a tumor.
1456,This is a T1 weighted image of a brain with a tumor.
1457,This is a T1 weighted image of a brain with a cystic lesion.
1458,This is a T1 weighted image of a brain with a tumor.
1459,This is a T1 weighted image of a brain with a tumor.
1460,This is a T1 weighted image of a brain with a tumor.
1461,This is a T1 weighted image of a brain with a tumor.
1462,This is a T1 weighted image of a brain with a tumor.
1463,This is a T2 weighted image of a brain with a glioma tumor.
1464,This is a T1 weighted image of a brain with a tumor.
1465,This is a T2 weighted image of a brain with a tumor.
1466,This is a T1 weighted image of a brain with a pituitary tumor.
1467,This is a T1 weighted image of a brain with a cystic lesion.
1468,This is a T1 weighted image of a brain with a tumor.
1469,This is a T1 weighted image of a brain with a pituitary tumor.
1470,This is a T1 weighted image of a brain with a tumor.
1471,This is a T1 weighted image of a brain with a tumor.
1472,This is a T1 weighted image of a brain with a tumor.
1473,This is a T1 weighted image of a brain with a glioblastoma tumor.
1474,This is a T1 weighted image of a brain with a glioblastoma tumor.
1475,This is a T1 weighted image of a brain with a meningioma tumor.
1476,This is a T1 weighted image of a brain with a meningioma tumor.
1477,This is a T1 weighted image of a brain with a tumor.
1478,This is a T1 weighted image of a brain with a tumor.
1479,This is a T1 weighted image of a brain with a cystic tumor.
1480,This is a T1 weighted image of a brain with a tumor.
1481,This is a T1 weighted image of a brain with a tumor.
1482,This is a T1 weighted image of a brain with a pituitary tumor.
1483,This is a T1 weighted image of a brain with a meningioma tumor.
1484,This is a T1 weighted image of a brain with a tumor.
1485,This is a T2 weighted image of a brain with a tumor.
1486,This is a T1 weighted image of a brain with a tumor.
1487,This is a T2 weighted image of a brain with a tumor.
1488,This is a T1 weighted image of a brain with a tumor.
1489,This is a T1 weighted image of a brain with a glioma tumor.
1490,This is a T1 weighted image of a brain with a tumor.
1491,This is a T1 weighted image of a brain with a tumor.
1492,This is a T1 weighted image of a brain with a cystic tumor.
1493,This is a T1 weighted image of a brain with a tumor.
1494,This is a T1 weighted image of a brain with a cystic tumor.
1495,This is a T1 weighted image of a brain with a glioma tumor.
1496,This is a T1 weighted image of a brain with a tumor.
1497,This is a T2 weighted image of a brain with a glioma tumor.
1498,This is a T1 weighted image of a brain with a glioblastoma tumor.
1499,This is a T1 weighted image of a brain with a cystic tumor.
1500,This is a T1 weighted image of a brain with a cystic tumor.
1501,This is a T1 weighted image of a brain with a cystic tumor.
1502,This is a T1 weighted image of a brain with a tumor.
1503,This is a T1 weighted image of a brain with a tumor.
1504,This is a T1 weighted image of a brain with a tumor.
1505,This is a T1 weighted image of a brain with a cystic lesion.
1506,This is a T1 weighted image of a brain with a moon tumor.
1507,This is a T1 weighted image of a brain with a meningioma tumor.
1508,This is a T2 weighted image of a brain with a tumor.
1509,This is a T1 weighted image of a brain with a cystic tumor.
1510,This is a T1 weighted image of a brain with a cystic tumor.
1511,This is a T2 weighted image of a brain with a tumor.
1512,This is a T2 weighted image of a brain with a tumor.
1513,This is a T1 weighted image of a brain with a cystic tumor.
1514,This is a T2 weighted image of a brain with a tumor.
1515,This is a T2 weighted image of a brain with a tumor.
1516,This is a T2 weighted image of a brain with a glioma tumor.
1517,This is a T1 weighted image of a brain with a tumor.
1518,This is a T1 weighted image of a brain with a tumor.
1519,This is a T1 weighted image of a brain with a cystic tumor.
1520,This is a T1 weighted image of a brain with a tumor.
1521,This is a T1 weighted image of a brain with a cystic lesion.
1522,This is a T1 weighted image of a brain with a tumor.
1523,This is a T1 weighted image of a brain with a tumor.
1524,This is a T1 weighted image of a brain with a tumor.
1525,This is a T1 weighted image of a brain with a tumor.
1526,This is a T1 weighted image of a brain with a cystic lesion.
1527,This is a T2 weighted image of a brain with a meningioma tumor.
1528,This is a T1 weighted image of a brain with a tumor.
1529,This is a T1 weighted image of a brain with a tumor.
1530,This is a T1 weighted image of a brain with a tumor.
1531,This is a T1 weighted image of a brain with a tumor.
1532,This is a T2 weighted image of a brain with a meningioma tumor.
1533,This is a T1 weighted image of a brain with a meningioma tumor.
1534,This is a T1 weighted image of a brain with a meningioma tumor.
1535,This is a T1 weighted image of a brain with a tumor.
1536,This is a T1 weighted image of a brain with a tumor.
1537,This is a T1 weighted image of a brain with a tumor.
1538,This is a T2 weighted image of a brain with a tumor.
1539,This is a T2 weighted image of a brain with a tumor.
1540,This is a T2 weighted image of a brain with a tumor.
1541,This is a T2 weighted image of a brain with a tumor.
1542,This is a T2 weighted image of a brain with a tumor.
1543,This is a T1 weighted image of a brain with a tumor.
1544,This is a T1 weighted image of a brain with a tumor.
1545,This is a T1 weighted image of a brain with a tumor.
1546,This is a T1 weighted image of a brain with a tumor.
1547,This is a T1 weighted image of a brain with a tumor.
1548,This is a T2 weighted image of a brain with a tumor.
1549,This is a T2 weighted image of a brain with a tumor.
1550,This is a T2 weighted image of a brain with a tumor.
1551,This is a T2 weighted image of a brain with a tumor.
1552,This is a T1 weighted image of a brain with a tumor.
1553,This is a T2 weighted image of a brain with a glioma tumor.
1554,This is a T1 weighted image of a brain with a glioblastoma tumor.
1555,This is a T1 weighted image of a brain with a tumor.
1556,This is a T1 weighted image of a brain with a tumor.
1557,This is a T1 weighted image of a brain with a tumor.
1558,This is a T2 weighted image of a brain with a tumor.
1559,This is a T1 weighted image of a brain with a cystic lesion.
1560,This is a T1 weighted image of a brain with a tumor.
1561,This is a T1 weighted image of a brain with a tumor.
1562,This is a T1 weighted image of a brain with a tumor.
1563,This is a T1 weighted image of a brain with a tumor.
1564,This is a T1 weighted image of a brain with a tumor.
1565,This is a T2 weighted image of a brain with a tumor.
1566,This is a T2 weighted image of a brain with a tumor.
1567,This is a T1 weighted image of a brain with a tumor.
1568,This is a T1 weighted image of a brain with a glioblastoma multiforme tumor.
1569,This is a T2 weighted image of a brain with a tumor.
1570,This is a T1 weighted image of a brain with a tumor.
1571,This is a T1 weighted image of a brain with a cystic tumor.
1572,This is a T1 weighted image of a brain with a cystic lesion.
1573,This is a T1 weighted image of a brain with a tumor.
1574,This is a T1 weighted image of a brain with a tumor.
1575,This is a T1 weighted image of a brain with a tumor.
1576,This is a T2 weighted image of a brain with a glioma tumor.
1577,This is a T1 weighted image of a brain with a tumor.
1578,This is a T2 weighted image of a brain with a tumor.
1579,This is a T1 weighted image of a brain with a tumor.
1580,This is a T2 weighted image of a brain with a glioma tumor.
1581,This is a T2 weighted image of a brain with a tumor.
1582,This is a T1 weighted image of a brain with a tumor.
1583,This is a T1 weighted image of a brain with a pituitary tumor.
1584,This is a T1 weighted image of a brain with a meningioma tumor.
1585,This is a T1 weighted image of a brain with a tumor.
1586,This is a T1 weighted image of a brain with a tumor.
1587,This is a T1 weighted image of a brain with a tumor.
1588,This is a T2 weighted image of a brain with a cystic tumor.
1589,This is a T2 weighted image of a brain with a meningioma tumor.
1590,This is a T1 weighted image of a brain with a glioblastoma multiforme tumor.
1591,This is a T1 weighted image of a brain with a glioblastoma multiforme tumor.
1592,This is a T1 weighted image of a brain with a tumor.
1593,This is a T1 weighted image of a brain with a cystic tumor.
1594,This is a T1 weighted image of a brain with a tumor.
1595,This is a T1 weighted image of a brain with a tumor.
1596,This is a T1 weighted image of a brain with a meningioma tumor.
1597,This is a T1 weighted image of a brain with a meningioma tumor.
1598,This is a T1 weighted image of a brain with a cystic tumor.
1599,This is a T1 weighted image of a brain with a tumor.
1600,This is a T2 weighted image of a brain with a glioma tumor.
1601,This is a T2 weighted image of a brain with a cystic tumor.
1602,This is a T2 weighted image of a brain with a cystic tumor.
1603,This is a T1 weighted image of a brain with a tumor.
1604,This is a T1 weighted image of a brain with a tumor.
1605,This is a T1 weighted image of a brain with a meningioma tumor.
1606,This is a T1 weighted image of a brain with a tumor.
1607,This is a T1 weighted image of a brain with a glioma tumor.
1608,This is a T1 weighted image of a brain with a tumor.
1609,This is a T2 weighted image of a brain with a tumor.
1610,This is a T1 weighted image of a brain with a pituitary tumor.
1611,This is a T1 weighted image of a brain with a tumor.
1612,This is a T1 weighted image of a brain with a tumor.
1613,This is a T1 weighted image of a brain with a glioma tumor.
1614,This is a T1 weighted image of a brain with a tumor.
1615,This is a T1 weighted image of a brain with a meningioma tumor.
1616,This is a T1 weighted image of a brain with a tumor.
1617,This is a T1 weighted image of a brain with a tumor.
1618,This is a T1 weighted image of a brain with a cystic tumor.
1619,This is a T1 weighted image of a brain with a tumor.
1620,This is a T1 weighted image of a brain with a tumor.
1621,This is a T2 weighted image of a brain with a cystic tumor.
1622,This is a T2 weighted image of a brain with a cystic tumor.
1623,This is a T2 weighted image of a brain with a cystic lesion.
1624,This is a T1 weighted image of a brain with a tumor.
1625,This is a T1 weighted image of a brain with a tumor.
1626,This is a T1 weighted image of a brain with a glioblastoma tumor.
1627,This is a T1 weighted image of a brain with a tumor.
1628,This is a T2 weighted image of a brain with a tumor.
1629,This is a T2 weighted image of a brain with a tumor.
1630,This is a T2 weighted image of a brain with a tumor.
1631,This is a T2 weighted image of a brain with a cystic tumor.
1632,This is a T1 weighted image of a brain with a tumor.
1633,This is a T1 weighted image of a brain with a cystic tumor.
1634,This is a T1 weighted image of a brain with a tumor.
1635,This is a T1 weighted image of a brain with a cystic tumor.
1636,This is a T1 weighted image of a brain with a meningioma tumor.
1637,This is a T1 weighted image of a brain with a glioblastoma tumor.
1638,This is a T1 weighted image of a brain with a meningioma tumor.
1639,This is a T1 weighted image of a brain with a meningioma tumor.
1640,This is a T1 weighted image of a brain with a cystic tumor.
1641,This is a T1 weighted image of a brain with a cystic tumor.
1642,This is a T1 weighted image of a brain with a tumor.
1643,This is a T1 weighted image of a brain with a tumor.
1644,This is a T1 weighted image of a brain with a tumor.
1645,This is a T1 weighted image of a brain with a tumor.
1646,This is a T1 weighted image of a brain with a tumor.
1647,This is a T1 weighted image of a brain with a tumor.
1648,This is a T2 weighted image of a brain with a tumor.
1649,This is a T2 weighted image of a brain with a pituitary tumor.
1650,This is a T2 weighted image of a brain with a meningioma tumor.
1651,This is a T2 weighted image of a brain with a glioma tumor.
1652,This is a T1 weighted image of a brain with a tumor.
1653,This is a T2 weighted image of a brain with a glioma tumor.
1654,This is a T2 weighted image of a brain with a meningioma tumor.
1655,This is a T1 weighted image of a brain with a glioma tumor.
1656,This is a T2 weighted image of a brain with a tumor.
1657,This is a T2 weighted image of a brain with a tumor.
1658,This is a T1 weighted image of a brain with a meningioma tumor.
1659,This is a T1 weighted image of a brain with a glioma tumor.
1660,This is a T1 weighted image of a brain with a glioma tumor.
1661,This is a T2 weighted image of a brain with a tumor.
1662,This is a T2 weighted image of a brain with a tumor.
1663,This is a T1 weighted image of a brain with a glioma tumor.
1664,This is a T2 weighted image of a brain with a meningioma tumor.
1665,This is a T2 weighted image of a brain with a glioma tumor.
1666,This is a T2 weighted image of a brain with a tumor.
1667,This is a T1 weighted image of a brain with a tumor.
1668,This is a T2 weighted image of a brain with a meningioma tumor.
1669,This is a T2 weighted image of a brain with a tumor.
1670,This is a T1 weighted image of a brain with a glioma tumor.
1671,This is a T2 weighted image of a brain with a tumor.
1672,This is a T1 weighted image of a brain with a glioma tumor.
1673,This is a T2 weighted image of a brain with a meningioma tumor.
1674,This is a T2 weighted image of a brain with a meningioma tumor.
1675,This is a T2 weighted image of a brain with a tumor.
1676,This is a T2 weighted image of a brain with a tumor.
1677,This is a T2 weighted image of a brain with a glioma tumor.
1678,This is a T2 weighted image of a brain with a tumor.
1679,This is a T2 weighted image of a brain with a meningioma tumor.
1680,This is a T2 weighted image of a brain with a glioma tumor.
1681,This is a T2 weighted image of a brain with a meningioma tumor.
1682,This is a T2 weighted image of a brain with a meningioma tumor.
1683,This is a T2 weighted image of a brain with a glioma tumor.
1684,This is a T2 weighted image of a brain with a tumor.
1685,This is a T2 weighted image of a brain with a tumor.
1686,This is a T2 weighted image of a brain with a tumor.
1687,This is a T2 weighted image of a brain with a tumor.
1688,This is a T2 weighted image of a brain with a meningioma tumor.
1689,This is a T1 weighted image of a brain with a tumor.
1690,This is a T2 weighted image of a brain with a tumor.
1691,This is a T2 weighted image of a brain with a tumor.
1692,This is a T1 weighted image of a brain with a tumor.
1693,This is a T2 weighted image of a brain with a meningioma tumor.
1694,This is a T2 weighted image of a brain with a meningioma tumor.
1695,This is a T2 weighted image of a brain with a pituitary tumor.
1696,This is a T2 weighted image of a brain with a tumor.
1697,This is a T2 weighted image of a brain with a tumor.
1698,This is a T2 weighted image of a brain with a tumor.
1699,This is a T2 weighted image of a brain with a glioma tumor.
1700,This is a T2 weighted image of a brain with a meningioma tumor.
1701,This is a T2 weighted image of a brain with a glioma tumor.
1702,This is a T1 weighted image of a brain with a meningioma tumor.
1703,This is a T1 weighted image of a brain with a meningioma tumor.
1704,This is a T1 weighted image of a brain with a glioma tumor.
1705,This is a T1 weighted image of a brain with a tumor.
1706,This is a T2 weighted image of a brain with a glioma tumor.
1707,This is a T2 weighted image of a brain with a tumor.
1708,This is a T1 weighted image of a brain with a tumor.
1709,This is a T1 weighted image of a brain with a tumor.
1710,This is a T2 weighted image of a brain with a meningioma tumor.
1711,This is a T2 weighted image of a brain with a glioma tumor.
1712,This is a T2 weighted image of a brain with a tumor.
1713,This is a T2 weighted image of a brain with a tumor.
1714,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
1715,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
1716,This is a T1 weighted image of a brain with a tumor.
1717,This is a T2 weighted image of a brain with a tumor.
1718,This is a T2 weighted image of a brain with a meningioma tumor.
1719,This is a T1 weighted image of a brain with a tumor.
1720,This is a T1 weighted image of a brain with a tumor.
1721,This is a T1 weighted image of a brain with a tumor.
1722,This is a T2 weighted image of a brain with a tumor.
1723,This is a T1 weighted image of a brain with a pituitary tumor.
1724,This is a T2 weighted image of a brain with a glioma tumor.
1725,This is a T1 weighted image of a brain with a tumor.
1726,This is a T1 weighted image of a brain with a tumor.
1727,This is a T2 weighted image of a brain with a tumor.
1728,This is a T1 weighted image of a brain with a meningioma tumor.
1729,This is a T2 weighted image of a brain with a glioma tumor.
1730,This is a T2 weighted image of a brain with a meningioma tumor.
1731,This is a T2 weighted image of a brain with a tumor.
1732,This is a T1 weighted image of a brain with a tumor.
1733,This is a T1 weighted image of a brain with a tumor.
1734,This is a T1 weighted image of a brain with a tumor.
1735,This is a T1 weighted image of a brain with a tumor.
1736,This is a T1 weighted image of a brain with a tumor.
1737,This is a T2 weighted image of a brain with a tumor.
1738,This is a T1 weighted image of a brain with a tumor.
1739,This is a T2 weighted image of a brain with a tumor.
1740,This is a T1 weighted image of a brain with a tumor.
1741,This is a T2 weighted image of a brain with a tumor.
1742,This is a T1 weighted image of a brain with a tumor.
1743,This is a T2 weighted image of a brain with a glioma tumor.
1744,This is a T2 weighted image of a brain with a tumor.
1745,This is a T2 weighted image of a brain with a glioma tumor.
1746,This is a T2 weighted image of a brain with a tumor.
1747,This is a T1 weighted image of a brain with a glioma tumor.
1748,This is a T2 weighted image of a brain with a glioma tumor.
1749,This is a T2 weighted image of a brain with a tumor.
1750,This is a T1 weighted image of a brain with a glioma tumor.
1751,This is a T2 weighted image of a brain with a tumor.
1752,This is a T2 weighted image of a brain with a meningioma tumor.
1753,This is a T1 weighted image of a brain with a tumor.
1754,This is a T2 weighted image of a brain with a glioma tumor.
1755,This is a T1 weighted image of a brain with a tumor.
1756,This is a T2 weighted image of a brain with a meningioma tumor.
1757,This is a T2 weighted image of a brain with a meningioma tumor.
1758,This is a T2 weighted image of a brain with a tumor.
1759,This is a T2 weighted image of a brain with a meningioma tumor.
1760,This is a T2 weighted image of a brain with a meningioma tumor.
1761,This is a T1 weighted image of a brain with a glioma tumor.
1762,This is a T1 weighted image of a brain with a glioma tumor.
1763,This is a T1 weighted image of a brain with a tumor.
1764,This is a T1 weighted image of a brain with a tumor.
1765,This is a T2 weighted image of a brain with a glioma tumor.
1766,This is a T1 weighted image of a brain with a tumor.
1767,This is a T1 weighted image of a brain with a tumor.
1768,This is a T1 weighted image of a brain with a tumor.
1769,This is a T1 weighted image of a brain with a tumor.
1770,This is a T1 weighted image of a brain with a tumor.
1771,This is a T1 weighted image of a brain with a tumor.
1772,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
1773,This is a T1 weighted image of a brain with a tumor.
1774,This is a T1 weighted image of a brain with a tumor.
1775,This is a T1 weighted image of a brain with a tumor.
1776,This is a T1 weighted image of a brain with a tumor.
1777,This is a T1 weighted image of a brain with a tumor.
1778,This is a T1 weighted image of a brain with a tumor.
1779,This is a T2 weighted image of a brain with a glioma tumor.
1780,This is a T1 weighted image of a brain with a tumor.
1781,This is a T1 weighted image of a brain with a tumor.
1782,This is a T1 weighted image of a brain with a tumor.
1783,This is a T2 weighted image of a brain with a meningioma tumor.
1784,This is a T1 weighted image of a brain with a tumor.
1785,This is a T1 weighted image of a brain with a tumor.
1786,This is a T2 weighted image of a brain with a meningioma tumor.
1787,This is a T2 weighted image of a brain with a glioma tumor.
1788,This is a T2 weighted image of a brain with a meningioma tumor.
1789,This is a T2 weighted image of a brain with a glioma tumor.
1790,This is a T2 weighted image of a brain with a glioma tumor.
1791,This is a T2 weighted image of a brain with a glioma tumor.
1792,This is a T2 weighted image of a brain with a tumor.
1793,This is a T2 weighted image of a brain with a glioma tumor.
1794,This is a T2 weighted image of a brain with a tumor.
1795,This is a T2 weighted image of a brain with a meningioma tumor.
1796,This is a T2 weighted image of a brain with a tumor.
1797,This is a T2 weighted image of a brain with a glioma tumor.
1798,This is a T2 weighted image of a brain with a glioma tumor.
1799,This is a T2 weighted image of a brain with a meningioma tumor.
1800,This is a T2 weighted image of a brain with a glioma tumor.
1801,This is a T2 weighted image of a brain with a glioma tumor.
1802,This is a T2 weighted image of a brain with a glioma tumor.
1803,This is a T1 weighted image of a brain with a meningioma tumor.
1804,This is a T2 weighted image of a brain with a glioma tumor.
1805,This is a T1 weighted image of a brain with a tumor.
1806,This is a T1 weighted image of a brain with a glioma tumor.
1807,This is a T2 weighted image of a brain with a meningioma tumor.
1808,This is a T2 weighted image of a brain with a tumor.
1809,This is a T2 weighted image of a brain with a glioma tumor.
1810,This is a T2 weighted image of a brain with a glioma tumor.
1811,This is a T2 weighted image of a brain with glioma tumor.
1812,This is a T2 weighted image of a brain with a glioma tumor.
1813,This is a T1 weighted image of a brain with a glioma tumor.
1814,This is a T2 weighted image of a brain with a tumor.
1815,This is a T2 weighted image of a brain with a tumor.
1816,This is a T2 weighted image of a brain with a meningioma tumor.
1817,This is a T2 weighted image of a brain with glioma tumor.
1818,This is a T2 weighted image of a brain with a glioma tumor.
1819,This is a T2 weighted image of a brain with a glioma tumor.
1820,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
1821,This is a T1 weighted image of a brain with a tumor.
1822,This is a T2 weighted image of a brain with a tumor.
1823,This is a T2 weighted image of a brain with a glioma tumor.
1824,This is a T2 weighted image of a brain with a glioma tumor.
1825,This is a T1 weighted image of a brain with a tumor.
1826,This is a T2 weighted image of a brain with a meningioma tumor.
1827,This is a T2 weighted image of a brain with a meningioma tumor.
1828,This is a T1 weighted image of a brain with a tumor.
1829,This is a T1 weighted image of a brain with a glioma tumor.
1830,This is a T2 weighted image of a brain with a glioma tumor.
1831,This is a T1 weighted image of a brain with a glioma tumor.
1832,This is a T1 weighted image of a brain with a glioma tumor.
1833,This is a T2 weighted image of a brain with a meningioma tumor.
1834,This is a T1 weighted image of a brain with a tumor.
1835,This is a T2 weighted image of a brain with a meningioma tumor.
1836,This is a T1 weighted image of a brain with a tumor.
1837,This is a T2 weighted image of a brain with a tumor.
1838,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
1839,This is a T2 weighted image of a brain with glioma tumor.
1840,This is a T2 weighted image of a brain with a tumor.
1841,This is a T2 weighted image of a brain with a tumor.
1842,This is a T2 weighted image of a brain with a tumor.
1843,This is a T1 weighted image of a brain with a tumor.
1844,This is a T1 weighted image of a brain with a tumor.
1845,This is a T1 weighted image of a brain with a glioma tumor.
1846,This is a T2 weighted image of a brain with glioma tumor.
1847,This is a T2 weighted image of a brain with a glioma tumor.
1848,This is a T2 weighted image of a brain with a tumor.
1849,This is a T1 weighted image of a brain with a tumor.
1850,This is a T2 weighted image of a brain with a meningioma tumor.
1851,This is a T1 weighted image of a brain with a tumor.
1852,This is a T2 weighted image of a brain with a tumor.
1853,This is a T2 weighted image of a brain with a glioma tumor.
1854,This is a T1 weighted image of a brain with a glioma tumor.
1855,This is a T2 weighted image of a brain with a tumor.
1856,This is a T2 weighted image of a brain with a tumor.
1857,This is a T1 weighted image of a brain with a meningioma tumor.
1858,This is a T1 weighted image of a brain with a tumor.
1859,This is a T2 weighted image of a brain with a tumor.
1860,This is a T2 weighted image of a brain with a pituitary tumor.
1861,This is a T2 weighted image of a brain with a tumor.
1862,This is a T1 weighted image of a brain with a tumor.
1863,This is a T2 weighted image of a brain with a tumor.
1864,This is a T2 weighted image of a brain with a glioma tumor.
1865,This is a T2 weighted image of a brain with glioma tumor.
1866,This is a T2 weighted image of a brain with a tumor.
1867,This is a T2 weighted image of a brain with a tumor.
1868,This is a T2 weighted image of a brain with a tumor.
1869,This is a T2 weighted image of a brain with a tumor.
1870,This is a T2 weighted image of a brain with a tumor.
1871,This is a T2 weighted image of a brain with a meningioma tumor.
1872,This is a T1 weighted image of a brain with a glioma tumor.
1873,This is a T2 weighted image of a brain with a glioma tumor.
1874,This is a T2 weighted image of a brain with a meningioma tumor.
1875,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
1876,This is a T2 weighted image of a brain with a glioma tumor.
1877,This is a T1 weighted image of a brain with a tumor.
1878,This is a T2 weighted image of a brain with a glioma tumor.
1879,This is a T1 weighted image of a brain with a glioma tumor.
1880,This is a T1 weighted image of a brain with a tumor.
1881,This is a T1 weighted image of a brain with a meningioma tumor.
1882,This is a T2 weighted image of a brain with a tumor.
1883,This is a T2 weighted image of a brain with glioma tumor.
1884,This is a T2 weighted image of a brain with a meningioma tumor.
1885,This is a T2 weighted image of a brain with a glioma tumor.
1886,This is a T2 weighted image of a brain with a meningioma tumor.
1887,This is a T2 weighted image of a brain with a tumor.
1888,This is a T2 weighted image of a brain with a meningioma tumor.
1889,This is a T2 weighted image of a brain with a tumor.
1890,This is a T2 weighted image of a brain with a glioma tumor.
1891,This is a T1 weighted image of a brain with a tumor.
1892,This is a T2 weighted image of a brain with a meningioma tumor.
1893,This is a T2 weighted image of a brain with a meningioma tumor.
1894,This is a T1 weighted image of a brain with a meningioma tumor.
1895,This is a T2 weighted image of a brain with a tumor.
1896,This is a T2 weighted image of a brain with a tumor.
1897,This is a T2 weighted image of a brain with a tumor.
1898,This is a T2 weighted image of a brain with a meningioma tumor.
1899,This is a T2 weighted image of a brain with a glioma tumor.
1900,This is a T1 weighted image of a brain with a tumor.
1901,This is a T2 weighted image of a brain with a glioma tumor.
1902,This is a T1 weighted image of a brain with a tumor.
1903,This is a T1 weighted image of a brain with a tumor.
1904,This is a T2 weighted image of a brain with a glioma tumor.
1905,This is a T2 weighted image of a brain with a meningioma tumor.
1906,This is a T1 weighted image of a brain with a meningioma tumor.
1907,This is a T1 weighted image of a brain with a tumor.
1908,This is a T2 weighted image of a brain with a tumor.
1909,This is a T1 weighted image of a brain with a tumor.
1910,This is a T1 weighted image of a brain with a glioma tumor.
1911,This is a T1 weighted image of a brain with a tumor.
1912,This is a T2 weighted image of a brain with a glioma tumor.
1913,This is a T2 weighted image of a brain with a tumor.
1914,This is a T1 weighted image of a brain with a tumor.
1915,This is a T2 weighted image of a brain with a meningioma tumor.
1916,This is a T1 weighted image of a brain with a glioma tumor.
1917,This is a T2 weighted image of a brain with a meningioma tumor.
1918,This is a T2 weighted image of a brain with a glioma tumor.
1919,This is a T2 weighted image of a brain with a tumor.
1920,This is a T1 weighted image of a brain with a tumor.
1921,This is a T2 weighted image of a brain with a tumor.
1922,This is a T2 weighted image of a brain with glioma tumor.
1923,This is a T2 weighted image of a brain with a meningioma tumor.
1924,This is a T1 weighted image of a brain with a glioma tumor.
1925,This is a T2 weighted image of a brain with a tumor.
1926,This is a T1 weighted image of a brain with a tumor.
1927,This is a T2 weighted image of a brain with glioma tumor.
1928,This is a T2 weighted image of a brain with a glioma tumor.
1929,This is a T2 weighted image of a brain with a tumor.
1930,This is a T2 weighted image of a brain with a tumor.
1931,This is a T2 weighted image of a brain with a tumor.
1932,This is a T2 weighted image of a brain with a meningioma tumor.
1933,This is a T2 weighted image of a brain with a tumor.
1934,This is a T2 weighted image of a brain with a glioma tumor.
1935,This is a T1 weighted image of a brain with a tumor.
1936,This is a T2 weighted image of a brain with a glioma tumor.
1937,This is a T1 weighted image of a brain with a tumor.
1938,This is a T2 weighted image of a brain with a meningioma tumor.
1939,This is a T1 weighted image of a brain with a tumor.
1940,This is a T2 weighted image of a brain with a tumor.
1941,This is a T1 weighted image of a brain with a meningioma tumor.
1942,This is a T2 weighted image of a brain with a tumor.
1943,This is a T2 weighted image of a brain with a tumor.
1944,This is a T1 weighted image of a brain with a tumor.
1945,This is a T1 weighted image of a brain with a tumor.
1946,This is a T1 weighted image of a brain with a glioma tumor.
1947,This is a T2 weighted image of a brain with a cystic tumor.
1948,This is a T2 weighted image of a brain with a tumor.
1949,This is a T2 weighted image of a brain with a tumor.
1950,This is a T1 weighted image of a brain with a tumor.
1951,This is a T2 weighted image of a brain with a tumor.
1952,This is a T2 weighted image of a brain with a meningioma tumor.
1953,This is a T2 weighted image of a brain with a glioma tumor.
1954,This is a T2 weighted image of a brain with a tumor.
1955,This is a T2 weighted image of a brain with a tumor.
1956,This is a T2 weighted image of a brain with a meningioma tumor.
1957,This is a T2 weighted image of a brain with glioma tumor.
1958,This is a T2 weighted image of a brain with glioma tumor.
1959,This is a T2 weighted image of a brain with a glioma tumor.
1960,This is a T2 weighted image of a brain with glioma tumor.
1961,This is a T1 weighted image of a brain with a meningioma tumor.
1962,This is a T2 weighted image of a brain with a tumor.
1963,This is a T1 weighted image of a brain with glioblastoma multiforme tumor.
1964,This is a T2 weighted image of a brain with a glioma tumor.
1965,This is a T2 weighted image of a brain with a tumor.
1966,This is a T1 weighted image of a brain with a glioma tumor.
1967,This is a T2 weighted image of a brain with a glioma tumor.
1968,This is a T1 weighted image of a brain with a tumor.
1969,This is a T1 weighted image of a brain with a tumor.
1970,This is a T1 weighted image of a brain with a cystic tumor.
1971,This is a T1 weighted image of a brain with a tumor.
